g,level_2_energy,level_2_status,level_3_energy,level_3_status,level_4_energy,level_4_status,level_5_energy,level_5_status,level_6_energy,level_6_status,level_7_energy,level_7_status
0.05,100.43230974886076,optimal,100.49954986530223,optimal,100.49985613929753,optimal_inaccurate,100.49985475934095,optimal_inaccurate,100.49984863661433,optimal,100.49985336386385,optimal_inaccurate
0.1325,14.668018208896473,optimal,14.736759190775718,optimal,14.737720862943595,optimal_inaccurate,14.738936601245193,optimal_inaccurate,14.738920056603261,optimal_inaccurate,14.738922164590987,optimal_inaccurate
0.21500000000000002,5.828340757298661,optimal,5.900374813400785,optimal,5.902843164857969,optimal_inaccurate,5.905844235883413,optimal_inaccurate,5.905906282626761,optimal_inaccurate,5.905855203436308,optimal_inaccurate
0.2975,3.2327796199472933,optimal,3.31051381013878,optimal,3.3150605178655765,optimal_inaccurate,3.3204647666223748,optimal_inaccurate,3.3204927919475105,optimal_inaccurate,3.3205466162793145,optimal_inaccurate
0.38,2.1237021542747168,optimal,2.2102361813044413,optimal,2.2173477492215965,optimal_inaccurate,2.2254520686142523,optimal_inaccurate,2.2254994366979624,optimal_inaccurate,2.225524483979272,optimal_inaccurate
0.4625,1.541587880033155,optimal,1.640626969975602,optimal,1.650638755689805,optimal_inaccurate,1.6615644097572972,optimal_inaccurate,1.661541296517191,optimal_inaccurate,1.661635732264695,optimal_inaccurate
0.545,1.1911544198168502,optimal,1.3068478012647502,optimal,1.3199289148879045,optimal_inaccurate,1.3335886143561069,optimal_inaccurate,1.3336086407638228,optimal_inaccurate,1.3336724581379238,optimal_inaccurate
0.6275000000000001,0.957179331558334,optimal,1.093952999036149,optimal,1.1101850718270803,optimal_inaccurate,1.1264862720911766,optimal_inaccurate,1.1264795001188252,optimal_inaccurate,1.1265163477635811,optimal_inaccurate
0.7100000000000001,0.7871679330237956,optimal,0.9495904655629065,optimal,0.9690011402897446,optimal_inaccurate,0.987715484347342,optimal_inaccurate,0.9878005809474347,optimal_inaccurate,0.9868302577432208,optimal_inaccurate
0.7925000000000001,0.6544254031776716,optimal,0.8471150186946143,optimal,0.8696374455440112,optimal_inaccurate,0.8905714395661348,optimal_inaccurate,0.8906284163940277,optimal_inaccurate,1.0845349131266866,optimal_inaccurate
0.8750000000000001,0.5442113352273605,optimal_inaccurate,0.7717785079946684,optimal,0.7974142597398582,optimal_inaccurate,0.8204702585723521,optimal_inaccurate,0.8205680066779041,optimal_inaccurate,0.8206223454194355,optimal_inaccurate
0.9575000000000001,0.4478467335103399,optimal_inaccurate,0.7148623742277234,optimal,0.7433984401259663,optimal_inaccurate,0.7684715977387719,optimal_inaccurate,0.768484366576693,optimal_inaccurate,0.7687001360182925,optimal_inaccurate
1.04,0.35995177661407673,optimal,0.6709315346097249,optimal,0.7023311050356954,optimal_inaccurate,0.7007219500530095,optimal_inaccurate,0.7292666576205273,optimal_inaccurate,2.336691299162026,optimal_inaccurate
1.1225,0.27704769682609487,optimal,0.6364462702156046,optimal,0.670652039813211,optimal_inaccurate,0.6633757313067332,optimal_inaccurate,0.6993076216687972,optimal_inaccurate,11.04717925536243,optimal_inaccurate
1.205,0.19680402344885162,optimal,0.6090154921512638,optimal,0.645922682075768,optimal_inaccurate,0.6760054029276087,optimal_inaccurate,0.6762625368054269,optimal_inaccurate,0.6764262120434155,optimal_inaccurate
1.2875,0.11761224011361093,optimal,0.5869728755038286,optimal,0.6264507668070673,optimal_inaccurate,0.6242064294721936,optimal_inaccurate,0.6584243511760982,optimal_inaccurate,0.658597886153915,optimal_inaccurate
1.37,0.038332942906673995,optimal,0.5691258720965613,optimal,0.61113767784856,optimal_inaccurate,0.6441100026173601,optimal_inaccurate,0.644552055917291,optimal_inaccurate,64.4215066203159,optimal_inaccurate
1.4525000000000001,-0.041859125225975236,optimal,0.5546009646068073,optimal,0.5991733983643421,optimal_inaccurate,0.633495874716991,optimal_inaccurate,0.6338962487479618,optimal_inaccurate,628.1054246118935,optimal_inaccurate
1.5350000000000001,-0.12357364083418654,optimal,0.5427452986922825,optimal,0.589844058169094,optimal_inaccurate,0.6253868892627952,optimal_inaccurate,0.6259034821572536,optimal_inaccurate,54.28798661595847,optimal_inaccurate
1.6175000000000002,-0.20726885963670583,optimal,0.5330620158637394,optimal,0.5824345100469279,optimal_inaccurate,0.5773274822868008,optimal_inaccurate,0.6197368993510992,optimal_inaccurate,0.6187207746399253,optimal_inaccurate
1.7000000000000002,-0.29329443431086477,optimal_inaccurate,0.5251671751213192,optimal,0.5766821713704202,optimal_inaccurate,0.5723564712336705,optimal_inaccurate,0.6154130481839866,optimal_inaccurate,0.6144281346315381,optimal_inaccurate
1.7825000000000002,-0.3819216568888504,optimal,0.5187596476192233,optimal,0.5726422163217375,optimal_inaccurate,0.6119775890798863,optimal_inaccurate,0.6124697475310054,optimal_inaccurate,1890.339056249427,optimal_inaccurate
1.8650000000000002,-0.4733622851688668,optimal,0.5136003092499716,optimal,0.5697299197463368,optimal_inaccurate,0.5629356943813074,optimal_inaccurate,0.6106799805995018,optimal_inaccurate,3345.7256854169873,optimal_inaccurate
1.9475000000000002,-0.5677848517355499,optimal,0.5094971180389873,optimal,0.5676401127592071,optimal_inaccurate,0.560638110376392,optimal_inaccurate,0.6099639148828436,optimal_inaccurate,7239.131950284918,optimal_inaccurate
2.03,-0.6653240079905727,optimal_inaccurate,0.5062942106040034,optimal,0.5667362970339143,optimal_inaccurate,0.5638649833952337,optimal_inaccurate,0.6099800586957072,optimal_inaccurate,0.6090517589975661,optimal_inaccurate
2.1125,-0.7660888878420766,optimal,0.5038638702147766,optimal,0.5661579747151834,optimal_inaccurate,0.6095695208823426,optimal_inaccurate,0.6038113939063674,optimal_inaccurate,978.6137756861091,optimal_inaccurate
2.195,-0.8701683134269491,optimal,0.5021005296241537,optimal,0.5665277344725492,optimal_inaccurate,0.6104215692564501,optimal_inaccurate,0.6121178649355232,optimal_inaccurate,642.5323563199983,optimal_inaccurate
2.2775,-0.977635394111326,optimal,0.5009162796113427,optimal,0.5665661042613975,optimal_inaccurate,0.6126646270367446,optimal_inaccurate,0.6138831092229884,optimal_inaccurate,4825.944904754641,optimal_inaccurate
2.36,-1.0885506720095222,optimal,0.5002373430877495,optimal,0.5687070414485199,optimal_inaccurate,0.5644190726335487,optimal_inaccurate,0.6161375139212393,optimal_inaccurate,169990.11061357992,optimal_inaccurate
2.4425,-1.2029647222898427,optimal,0.5000014253435989,optimal_inaccurate,0.570251773801966,optimal_inaccurate,0.6180917454013668,optimal_inaccurate,0.618876662266781,optimal_inaccurate,178619.10925632375,optimal_inaccurate
2.525,-1.3209198861198161,optimal,0.5001554331574541,optimal,0.5721591321094753,optimal_inaccurate,0.6210902252710007,optimal_inaccurate,0.6219357102163644,optimal_inaccurate,860.0624228012234,optimal_inaccurate
2.6075,-1.442451963785655,optimal,0.5006541871745122,optimal,0.5746215541532724,optimal_inaccurate,0.6247454928691404,optimal_inaccurate,0.6252869166705294,optimal_inaccurate,70978.73249434849,optimal_inaccurate
2.69,-1.567591337006566,optimal,0.5014587138452509,optimal,0.57736398359413,optimal_inaccurate,0.5721459574899512,optimal_inaccurate,0.6289857044727509,optimal_inaccurate,3693.129112150934,optimal_inaccurate
2.7725,-1.6963639416526854,optimal,0.5025353827250352,optimal_inaccurate,0.5801185373852447,optimal_inaccurate,0.6318439618667402,optimal_inaccurate,0.6831215215070188,optimal_inaccurate,13890.085691856582,optimal_inaccurate
2.855,-1.8287919596081155,optimal,0.5038550044952277,optimal_inaccurate,0.5834335501316712,optimal_inaccurate,0.562142966743556,optimal_inaccurate,48.63527154795702,optimal_inaccurate,957740.4499483985,optimal_inaccurate
2.9375,-1.9648947712202833,optimal,0.505392101561613,optimal,0.5867824622456219,optimal_inaccurate,0.6400704357060365,optimal_inaccurate,0.6412989981010543,optimal_inaccurate,136746.29687285936,optimal_inaccurate
3.02,-2.1046887028071155,optimal,0.5071244729302606,optimal_inaccurate,0.12035722114979941,optimal_inaccurate,0.6441427669958053,optimal_inaccurate,-3742.42093247499,optimal_inaccurate,48154.30032840994,optimal_inaccurate
3.1025,-2.2481882630083088,optimal,0.5090325031007084,optimal,0.5940621665920739,optimal_inaccurate,0.5914725919535369,optimal_inaccurate,9620.718138241195,optimal_inaccurate,129340.24680202208,optimal_inaccurate
3.185,-2.3954060101650687,optimal,0.5110989689169246,optimal_inaccurate,0.5977962242555515,optimal_inaccurate,0.2877302585129655,optimal_inaccurate,-28.29936562695366,optimal_inaccurate,407943.5997974437,optimal_inaccurate
3.2675,-2.546352839895433,optimal,0.5133086067683457,optimal_inaccurate,0.01951127816926479,optimal_inaccurate,1.2199486397221335,optimal_inaccurate,20.58280422374446,optimal_inaccurate,1606621.3491260011,optimal_inaccurate
3.35,-2.7010386063545586,optimal,0.5156478323290484,optimal,0.6055969712963218,optimal_inaccurate,679.8165002646565,optimal_inaccurate,168774.37997452286,optimal_inaccurate,199263.73048101072,optimal_inaccurate
3.4325,-2.8594718614206296,optimal,0.5181046423239238,optimal,0.6094222103412319,optimal_inaccurate,1283.9960119546886,optimal_inaccurate,92090.74208159474,optimal_inaccurate,105822.52001590435,optimal_inaccurate
3.515,-3.02165995574287,optimal,0.5206682101765224,optimal,0.6140406802618931,optimal_inaccurate,0.6731195462945218,optimal_inaccurate,0.3203266745053952,optimal_inaccurate,216503.3309559917,optimal_inaccurate
3.5975,-3.1876095415179186,optimal,0.5233289602131999,optimal,0.087892170909612,optimal_inaccurate,-2.171675355296429,optimal_inaccurate,22.873305796711065,optimal_inaccurate,528974.1880068257,optimal_inaccurate
3.68,-3.3573266166645412,optimal,0.526078199568204,optimal,0.6222754909006503,optimal_inaccurate,0.6842236589596052,optimal_inaccurate,0.6877290215206813,optimal_inaccurate,26314.64575038523,optimal_inaccurate
3.7625,-3.530816498638207,optimal,0.5289081701156096,optimal,0.6267505879719198,optimal_inaccurate,0.622996992656212,optimal_inaccurate,1.7868806941174853,optimal_inaccurate,28316.589768931837,optimal_inaccurate
3.845,-3.708083931478643,optimal,0.531811845485038,optimal_inaccurate,0.6315566309229912,optimal_inaccurate,7.887533553198409,optimal_inaccurate,9.752077000317513,optimal_inaccurate,1298.739586368346,optimal_inaccurate
3.9275,-3.8891331485681553,optimal,0.5347828864511095,optimal,-0.2715954232275282,optimal_inaccurate,-27.684825655422173,optimal_inaccurate,353447.2675089161,optimal_inaccurate,374914.2797798554,optimal_inaccurate
4.01,-4.073967941773018,optimal,0.5378155552311346,optimal,0.6406539320211964,optimal_inaccurate,0.8349389657105348,optimal_inaccurate,-0.9911328897180738,optimal_inaccurate,235544.81819747202,optimal_inaccurate
4.0925,-4.26259172215395,optimal,0.5409046380090964,optimal,0.6448084233167353,optimal_inaccurate,0.7107110902082305,optimal_inaccurate,8020.879744248765,optimal_inaccurate,347955.7383014431,optimal_inaccurate
4.175,-4.455007891364518,optimal,0.5440454012289081,optimal,0.6498617896707225,optimal_inaccurate,0.7161686900164652,optimal_inaccurate,6510.988266758579,optimal_inaccurate,260381.07193539338,optimal_inaccurate
4.2575,-4.651218646291498,optimal,0.5472335331566746,optimal,0.6547775172315703,optimal_inaccurate,1231.5345718550088,optimal_inaccurate,3660659.661441236,optimal_inaccurate,3658972.4051094763,optimal_inaccurate
4.34,-4.851226799498891,optimal,0.5504651047975704,optimal,0.65937283282919,optimal_inaccurate,0.7273359051600876,optimal_inaccurate,35686.50630325945,optimal_inaccurate,40481.635177993,optimal_inaccurate
4.4225,-5.055034761686269,optimal,0.5537365100556872,optimal_inaccurate,0.664141962212977,optimal_inaccurate,-226.59737165953993,optimal_inaccurate,1352175.5939710299,optimal_inaccurate,2498584.601847718,optimal_inaccurate
4.505,-5.262644477751249,optimal,0.5570444792326938,optimal,0.6690329115832286,optimal_inaccurate,2.3518812718393747,optimal_inaccurate,21.288778662612458,optimal_inaccurate,34861817.92212224,optimal_inaccurate
4.5875,-5.4740582401793,optimal,0.5603859862166439,optimal,0.6738364433731158,optimal_inaccurate,5.2152740001465645,optimal_inaccurate,7.415427498334793,optimal_inaccurate,83571.50563330695,optimal_inaccurate
4.67,-5.689277084554169,optimal,0.5637582539286126,optimal_inaccurate,-0.3879419731240472,optimal_inaccurate,-0.28901018924079835,optimal_inaccurate,-0.17030461888134596,optimal_inaccurate,1339910.9668913279,optimal_inaccurate
4.7525,-5.908302916602954,optimal,0.5671587765757846,optimal,0.6835794977396468,optimal_inaccurate,1.616328762669582,optimal_inaccurate,1.7783369676180882,optimal_inaccurate,56035.305800105736,optimal_inaccurate
4.835,-6.131137477560454,optimal,0.5705851729016318,optimal_inaccurate,0.6884536588104311,optimal_inaccurate,1.9650692806389998,optimal_inaccurate,23.761018999191492,optimal_inaccurate,1008708.9977531433,optimal_inaccurate
4.9175,-6.357781699716539,optimal,0.5740353355332184,optimal,0.693100569741143,optimal_inaccurate,-0.3807898285012925,optimal_inaccurate,52013.85541877287,optimal_inaccurate,330880.9550202722,optimal_inaccurate
5.0,-6.588236981305992,optimal,0.5775072405189887,optimal,0.6981865300461065,optimal_inaccurate,28.539953664527275,optimal_inaccurate,28.480723002352534,optimal_inaccurate,95211.05926532978,optimal_inaccurate
